Sport,Country,League Name,Year,Gender,Champion,Number of Games,Number of Teams,Coeficiente Phi,Quantidade de equipes retiradas,Perc. Equipes Retiradas,Equipes Retiradas
basketball,United Kingdom,BBL,2014,men,Newcastle Eagles,198,12,0.9739,9,75.00%,"-Birmingham K-,-Surrey Scorchers,+Newcastle Eagles,+Sheffield Sharks,+Worcester Wolves,+Leicester Riders,+Cheshire Phoenix,+Manchester Giants,-Glasgow Rocks"
basketball,United Kingdom,BBL,2015,men,Newcastle Eagles,234,13,0.9720,11,84.62%,"+Newcastle Eagles,+Leicester Riders,+Cheshire Phoenix,+Worcester Wolves,-Surrey Scorchers,+Glasgow Rocks,+London Lions,+Sheffield Sharks,+Bristol Flyers,+Manchester Giants,+Plymouth Raiders"
basketball,United Kingdom,BBL,2016,men,Leicester Riders,198,12,0.9595,7,58.33%,"+Leicester Riders,+Newcastle Eagles,-Surrey Scorchers,+Sheffield Sharks,+Glasgow Rocks,+London Lions,+Worcester Wolves"
basketball,Uruguay,Liga Capital,2013,men,Bigua,240,16,0.9363,7,43.75%,"-Larre Borges,-Nacional,-Tabare,-Sayago,-Welcome,-Cordon,-Olimpia"
basketball,USA,NBA,2007,men,Dallas Mavericks,"1,230",30,0.9580,20,66.67%,"+Dallas Mavericks,+Phoenix Suns,+San Antonio Spurs,-Memphis Grizzlies,-Boston Celtics,-Milwaukee Bucks,-Atlanta Hawks,-Indiana Pacers,+Houston Rockets,+Detroit Pistons,+Toronto Raptors,+Denver Nuggets,+Cleveland Cavaliers,+Los Angeles Clippers,+Los Angeles Lakers,+Orlando Magic,+Miami Heat,-New York Knicks,+Golden State Warriors,-Charlotte Hornets"
basketball,USA,NBA,2008,men,Boston Celtics,"1,230",30,0.9743,23,76.67%,"-Miami Heat,+Boston Celtics,-Oklahoma City Thunder,-Memphis Grizzlies,-Los Angeles Clippers,-Minnesota Timberwolves,-Milwaukee Bucks,-New York Knicks,+Detroit Pistons,-Chicago Bulls,+Los Angeles Lakers,+Phoenix Suns,+San Antonio Spurs,-Philadelphia 76ers,+Houston Rockets,+Utah Jazz,+Orlando Magic,-Atlanta Hawks,+Denver Nuggets,+Cleveland Cavaliers,+Washington Wizards,+Dallas Mavericks,-Portland Trail Blazers"
basketball,USA,NBA,2009,men,Cleveland Cavaliers,"1,230",30,0.9755,18,60.00%,"+Cleveland Cavaliers,+Los Angeles Lakers,-Sacramento Kings,-Washington Wizards,+Boston Celtics,-Los Angeles Clippers,-Memphis Grizzlies,-Oklahoma City Thunder,-Minnesota Timberwolves,+Orlando Magic,-Golden State Warriors,+Atlanta Hawks,+Dallas Mavericks,+Portland Trail Blazers,+Chicago Bulls,-Charlotte Hornets,-Toronto Raptors,+Houston Rockets"
basketball,USA,NBA,2010,men,Cleveland Cavaliers,"1,230",30,0.9723,24,80.00%,"-Brooklyn Nets,-Minnesota Timberwolves,-Golden State Warriors,-Washington Wizards,-Detroit Pistons,-Sacramento Kings,-Philadelphia 76ers,-Indiana Pacers,-Los Angeles Clippers,-New York Knicks,-Toronto Raptors,+Denver Nuggets,+Cleveland Cavaliers,+Los Angeles Lakers,+Utah Jazz,+Dallas Mavericks,+Orlando Magic,+Atlanta Hawks,-Miami Heat,+Portland Trail Blazers,+Phoenix Suns,+San Antonio Spurs,-Memphis Grizzlies,+Chicago Bulls"
basketball,USA,NBA,2011,men,Chicago Bulls,"1,230",30,0.9718,20,66.67%,"-Minnesota Timberwolves,-Cleveland Cavaliers,-Toronto Raptors,-Brooklyn Nets,-Washington Wizards,-Sacramento Kings,+San Antonio Spurs,+Chicago Bulls,+Dallas Mavericks,-Charlotte Hornets,-Detroit Pistons,-Indiana Pacers,-Milwaukee Bucks,+Los Angeles Lakers,+Oklahoma City Thunder,-Los Angeles Clippers,+Boston Celtics,+New Orleans Pelicans,+Miami Heat,+Denver Nuggets"
basketball,USA,NBA,2012,men,San Antonio Spurs,990,30,0.9623,19,63.33%,"-Charlotte Hornets,+San Antonio Spurs,+Chicago Bulls,-Washington Wizards,+Oklahoma City Thunder,-Brooklyn Nets,-Cleveland Cavaliers,+Los Angeles Lakers,+Memphis Grizzlies,+Denver Nuggets,+Miami Heat,+Dallas Mavericks,+Indiana Pacers,+Phoenix Suns,+Los Angeles Clippers,+New York Knicks,-Toronto Raptors,+Utah Jazz,+Philadelphia 76ers"
basketball,USA,NBA,2013,men,Miami Heat,"1,229",30,0.9699,19,63.33%,"+Miami Heat,+Oklahoma City Thunder,-Orlando Magic,-Charlotte Hornets,-Cleveland Cavaliers,+Los Angeles Clippers,+San Antonio Spurs,+Denver Nuggets,+Memphis Grizzlies,-Phoenix Suns,-New Orleans Pelicans,-Minnesota Timberwolves,-Washington Wizards,-Detroit Pistons,-Sacramento Kings,-Portland Trail Blazers,-Toronto Raptors,+Chicago Bulls,+New York Knicks"
basketball,USA,NBA,2014,men,San Antonio Spurs,"1,230",30,0.9701,17,56.67%,"-Milwaukee Bucks,-Philadelphia 76ers,-Orlando Magic,+San Antonio Spurs,-Boston Celtics,-Detroit Pistons,-Utah Jazz,-Los Angeles Lakers,-Cleveland Cavaliers,+Los Angeles Clippers,+Oklahoma City Thunder,-New Orleans Pelicans,-Sacramento Kings,+Miami Heat,+Houston Rockets,-Atlanta Hawks,+Portland Trail Blazers"
basketball,USA,NBA,2015,men,Golden State Warriors,"1,230",30,0.9723,25,83.33%,"+Golden State Warriors,-Minnesota Timberwolves,-Philadelphia 76ers,-New York Knicks,-Los Angeles Lakers,+Atlanta Hawks,-Orlando Magic,+Houston Rockets,-Denver Nuggets,+Cleveland Cavaliers,+Los Angeles Clippers,+Memphis Grizzlies,-Sacramento Kings,+Chicago Bulls,+Portland Trail Blazers,+Dallas Mavericks,+Toronto Raptors,-Brooklyn Nets,-Miami Heat,-Detroit Pistons,-Milwaukee Bucks,-Utah Jazz,+San Antonio Spurs,+Oklahoma City Thunder,-New Orleans Pelicans"
basketball,USA,NBA,2016,men,Golden State Warriors,"1,230",30,0.9742,19,63.33%,"+Golden State Warriors,-Philadelphia 76ers,+San Antonio Spurs,-Los Angeles Lakers,-Brooklyn Nets,-Phoenix Suns,+Cleveland Cavaliers,+Oklahoma City Thunder,+Los Angeles Clippers,+Toronto Raptors,+Atlanta Hawks,-Minnesota Timberwolves,+Boston Celtics,+Miami Heat,+Charlotte Hornets,+Memphis Grizzlies,+Portland Trail Blazers,-Milwaukee Bucks,-New York Knicks"
basketball,USA,WNBA,2007,women,Dallas Wings W,221,13,0.8945,7,53.85%,"+Dallas Wings W,+Phoenix Mercury W,-Minnesota Lynx W,-Los Angeles Sparks W,-Houston W,-Seattle Storm W,+Indiana Fever W"
basketball,USA,WNBA,2008,women,San Antonio Stars W,238,14,0.9318,5,35.71%,"-Atlanta Dream W,-Washington Mystics W,-Chicago Sky W,+San Antonio Stars W,+Seattle Storm W"
basketball,USA,WNBA,2009,women,Indiana Fever W,221,13,0.8198,7,53.85%,"+Phoenix Mercury W,+Indiana Fever W,-Sacramento Monarchs W,-Minnesota Lynx W,-San Antonio Stars W,-Los Angeles Sparks W,-Seattle Storm W"
basketball,USA,WNBA,2010,women,Seattle Storm W,204,12,0.9381,8,66.67%,"+Seattle Storm W,-Dallas Wings W,+New York Liberty W,+Indiana Fever W,-Minnesota Lynx W,-Los Angeles Sparks W,-Phoenix Mercury W,-San Antonio Stars W"
basketball,USA,WNBA,2011,women,Minnesota Lynx W,204,12,0.9555,5,41.67%,"-Dallas Wings W,-Washington Mystics W,+Minnesota Lynx W,-Chicago Sky W,-Los Angeles Sparks W"
basketball,USA,WNBA,2012,women,Minnesota Lynx W,204,12,0.9608,7,58.33%,"-Washington Mystics W,+Minnesota Lynx W,-Phoenix Mercury W,-Dallas Wings W,-Seattle Storm W,+Connecticut Sun W,+Indiana Fever W"
basketball,USA,WNBA,2013,women,Minnesota Lynx W,204,12,0.9325,7,58.33%,"+Minnesota Lynx W,+Chicago Sky W,+Los Angeles Sparks W,+Phoenix Mercury W,+Atlanta Dream W,+Indiana Fever W,+Washington Mystics W"
basketball,USA,WNBA,2014,women,Phoenix Mercury W,204,12,0.9214,7,58.33%,"+Phoenix Mercury W,+Minnesota Lynx W,-Seattle Storm W,-Dallas Wings W,-Los Angeles Sparks W,-San Antonio Stars W,+Chicago Sky W"
basketball,USA,WNBA,2015,women,Minnesota Lynx W,204,12,0.9095,6,50.00%,"-San Antonio Stars W,-Seattle Storm W,+New York Liberty W,+Chicago Sky W,-Connecticut Sun W,+Minnesota Lynx W"
voleyball,Argentina,Serie A1,2011,men,Buenos Aires,132,12,0.8369,5,41.67%,"-Chubut,-Pescadores,-Instituto Dr- Carlos Pellegrini,-Gigantes del Sur,-PSM Voley"
voleyball,Argentina,Serie A1,2012,men,Personal Bolivar,132,12,0.8185,4,33.33%,"+Personal Bolivar,+La Union de Formosa,+UPCN,+Boca Juniors"
voleyball,Argentina,Serie A1,2013,men,Buenos Aires,135,10,0.8734,4,40.00%,"-Olimpo,+Buenos Aires,+Personal Bolivar,+UPCN"
voleyball,Argentina,Serie A1,2014,men,UPCN,110,11,0.7580,2,18.18%,"+UPCN,-UNTREF"
voleyball,Argentina,Serie A1,2015,men,UPCN,90,10,0.8551,5,50.00%,"-Obras Pocito,-La Union de Formosa,-Pilar,-Gigantes del Sur,-UNTREF"
voleyball,Australia,AVL,2011,men,Canberra Heat,42,7,0.7045,1,14.29%,+Canberra Heat
voleyball,Australia,AVL,2012,men,Victoria,72,9,0.8095,3,33.33%,"-University Blues,-WA Hornets,+Victoria"
voleyball,Australia,AVL,2013,men,Queensland,42,7,0.7457,2,28.57%,"+Queensland,+AIS"
voleyball,Australia,AVL,2014,men,Canberra Heat,42,7,0.8114,2,28.57%,"-University Blues,+Canberra Heat"
voleyball,Austria ,AVL,2010,men,,72,9,0.8471,5,55.56%,"-Sudstadt/Perchtoldsdorf,-VC Jerich,-Enns,-SG SVS Sokol,-UVC Graz"
voleyball,Austria ,AVL,2011,men,Niederosterreich,56,8,0.8201,3,37.50%,"-SG SVS Sokol,+Niederosterreich,+Arbesbach"
voleyball,Austria ,AVL,2012,men,Tirol Innsbruck,110,11,0.8821,7,63.64%,"+Tirol Innsbruck,+SK Posojilnica,+Niederosterreich,-VC Mils,-hotVolleys,-Wels,-VC Jerich"
voleyball,Austria ,AVL,2013,men,Niederosterreich,56,8,0.7945,2,25.00%,"-hotVolleys,+Niederosterreich"
voleyball,Austria ,AVL,2014,men,Tirol Innsbruck,56,8,0.8297,3,37.50%,"+Tirol Innsbruck,-Enns,-Weiz"
voleyball,Austria ,AVL,2015,men,Tirol Innsbruck,72,9,0.8325,3,33.33%,"+Tirol Innsbruck,+SK Posojilnica,-VBK Klagenfurt"
voleyball,Austria ,AVL,2016,men,Tirol Innsbruck,90,10,0.8791,6,60.00%,"+Tirol Innsbruck,+SK Posojilnica,-SG Salzburg,-hotVolleys,-VBK Klagenfurt,-Weiz"
voleyball,Austria ,AVL Women,2011,women,SG SVS X-volley W,72,9,0.8283,3,33.33%,"+SG SVS X-volley W,-Wildcats 2 W,-Oberndorf W"
voleyball,Austria ,AVL Women,2012,women,SG SVS X-volley W,72,9,0.8148,3,33.33%,"-Oberndorf W,+SG SVS X-volley W,+VC Tirol W"
voleyball,Austria ,AVL Women,2013,women,SG TI-Volley W,72,9,0.5924,1,11.11%,+SG TI-Volley W
voleyball,Austria ,AVL Women,2014,women,UVC Graz W,90,10,0.7773,4,40.00%,"+UVC Graz W,-Hartberg W,-Roadrunners W,-SG Eisenerz/Trofaiach W"
voleyball,Austria ,AVL Women,2015,women,UVC Graz W,72,9,0.8441,4,44.44%,"-SG Eisenerz/Trofaiach W,+UVC Graz W,-SG Schuberth Melk W,-VBK Klagenfurt W"
voleyball,Austria ,AVL Women,2016,women,SG SVS Post W,110,11,0.8414,6,54.55%,"+SG SVS Post W,+Linz-Steg W,+Salzburg W,+Wildcats W,+UVC Graz W,-SG Schuberth Melk W"
voleyball,Belgium,Liga,2010,men,Roeselare,90,10,0.8276,5,50.00%,"+Roeselare,+Maaseik,-Kruib-Nieuwk,-Guibertin,-Puurs"
voleyball,Belgium,Liga,2011,men,Roeselare,90,10,0.8629,5,50.00%,"+Roeselare,+Maaseik,+Asse-Lennik,-Kapellen,-Waremme"
voleyball,Belgium,Liga,2012,men,Maaseik,90,10,0.8334,5,50.00%,"+Maaseik,-Guibertin,+Asse-Lennik,+Precura Antwerpen,+Prefaxis Menen"
voleyball,Belgium,Liga,2013,men,Roeselare,90,10,0.8463,4,40.00%,"-Kruib-Nieuwk,+Roeselare,+Maaseik,-Herk-De-Stad"
voleyball,Belgium,Liga,2014,men,Roeselare,72,9,0.8441,5,55.56%,"-VDK G-,+Roeselare,+Precura Antwerpen,+Maaseik,+Asse-Lennik"
voleyball,Belgium,Liga,2015,men,Roeselare,90,10,0.8397,3,30.00%,"+Roeselare,+Precura Antwerpen,+Asse-Lennik"
voleyball,Belgium,Liga,2016,men,Roeselare,90,10,0.8592,4,40.00%,"-Waremme,-Zoersel,-Guibertin,-Haasrode Leuven"
voleyball,Belgium,Ere Divisie Women,2010,women,Kieldrecht W,90,10,0.8751,6,60.00%,"+Kieldrecht W,-De Haan W,-Zandhoven W,+Gent W,+Charleroi W,-Tongeren W"
voleyball,Belgium,Ere Divisie Women,2011,women,Kieldrecht W,132,12,0.8672,6,50.00%,"+Kieldrecht W,+Gent W,-Oud-Turnhout W,+Oostende W,+Charleroi W,-Hasselt W"
voleyball,Belgium,Ere Divisie Women,2012,women,Kieldrecht W,132,12,0.8758,6,50.00%,"+Kieldrecht W,+Gent W,+Charleroi W,-Haasrode Leuven W,-De Haan W,-Barbar W"
voleyball,Belgium,Ere Divisie Women,2013,women,Gent W,90,10,0.8571,5,50.00%,"-Oud-Turnhout W,+Gent W,-Blaasveld W,+Kieldrecht W,+Oudegem W"
voleyball,Belgium,Ere Divisie Women,2014,women,Kieldrecht W,90,10,0.8077,3,30.00%,"+Kieldrecht W,-Blaasveld W,-Tongeren W"
voleyball,Belgium,Ere Divisie Women,2015,women,Charleroi W,90,10,0.8161,3,30.00%,"+Charleroi W,+Kieldrecht W,+Gent W"
voleyball,Belgium,Ere Divisie Women,2016,women,Kieldrecht W,90,10,0.8480,5,50.00%,"+Gent W,+Kieldrecht W,+Charleroi W,-Michelbeke W,+Zoersel W"
voleyball,Brazil,SuperLiga,2011,men,Sesi,210,15,0.8671,8,53.33%,"-Ulbra Sao Caetano,-Santo Andre,-Soya Blumenau,+Sesi,+Sada Cruzeiro,+Cimed,-Fatima UCS,-Londrina"
voleyball,Brazil,SuperLiga,2012,men,Sada Cruzeiro,132,12,0.8039,3,25.00%,"-Londrina,-UFJF,-Montes Claros"
voleyball,Brazil,SuperLiga,2013,men,RJX,132,12,0.8292,5,41.67%,"+RJX,+Sada Cruzeiro,-Funvic,-Super Imperatriz,-UFJF"
voleyball,Brazil,SuperLiga,2015,men,Sada Cruzeiro,132,12,0.8208,3,25.00%,"-Sao Bernardo,-Sao Jose dos Campos,+Sada Cruzeiro"
voleyball,Brazil,SuperLiga,2016,men,Sada Cruzeiro,132,12,0.7668,3,25.00%,"-UFJF,+Sada Cruzeiro,+Funvic"
voleyball,Brazil ,SuperLiga W,2010,women,Rexona-Ades W,156,13,0.8646,7,53.85%,"-Macae W,-Sao Jose W,-Newton Paiva W,-Sao Bernardo W,+Rexona-Ades W,-Cativa Opnnus W,-Banco BMG W"
voleyball,Brazil ,SuperLiga W,2011,women,Rexona-Ades W,132,12,0.8755,6,50.00%,"-Sao Jose W,-Brusque W,-Sao Caetano W,-Sao Bernardo W,-Praia Clube W,-Banco BMG W"
voleyball,Brazil ,SuperLiga W,2012,women,Rexona-Ades W,132,12,0.8649,6,50.00%,"+Osasco W,+Rexona-Ades W,+Volei Futuro W,+Minas W,-Sao Caetano W,-Macae W"
voleyball,Brazil ,SuperLiga W,2013,women,Rexona-Ades W,90,10,0.8452,5,50.00%,"-Sao Bernardo W,-Sao Caetano W,-Rio do Sul W,-Minas W,-Pinheiros W"
voleyball,Brazil ,SuperLiga W,2014,women,Osasco W,182,14,0.8834,7,50.00%,"+Osasco W,+Amil Campinas W,+Rexona-Ades W,-Maranhao W,-Rio do Sul W,-Uniara AFAV W,-Sao Bernardo W"
voleyball,Brazil ,SuperLiga W,2015,women,Rexona-Ades W,156,13,0.8804,7,53.85%,"+Rexona-Ades W,-Sao Jose dos Campos W,-Uniara AFAV W,+Sesi W,+Osasco W,+Praia Clube W,-Maranhao W"
voleyball,Brazil ,SuperLiga W,2016,women,Rexona-Ades W,132,12,0.8660,7,58.33%,"+Rexona-Ades W,-Sao Bernardo W,-Valinhos W,-Volei Bauru W,+Praia Clube W,+Minas W,+Osasco W"
voleyball,Bulgaria,SuperLiga,2011,men,CSKA Sofia,132,12,0.8788,7,58.33%,"+CSKA Sofia,+Balkanstroy Pirin,-UNWE,-Cherno More,-Slaviya Sofia,-Arda Kardzhali,-Kaliakra"
voleyball,Bulgaria,SuperLiga,2012,men,Balkanstroy Pirin,132,12,0.8476,7,58.33%,"+Balkanstroy Pirin,+Marek Dupnitsa,+CSKA Sofia,+Lukoil Neftohimik,+Levski Sofia,+Arda Kardzhali,+Montana"
voleyball,Bulgaria,SuperLiga,2013,men,Marek Dupnitsa,90,10,0.7816,2,20.00%,"-Slaviya Sofia,+Marek Dupnitsa"
voleyball,Bulgaria,SuperLiga,2014,men,Marek Dupnitsa,132,12,0.8617,5,41.67%,"+Marek Dupnitsa,-Dunav,-Slaviya Sofia,-Botev,+Gabrovo"
voleyball,Bulgaria,SuperLiga,2015,men,Dobrudja,90,10,0.8346,3,30.00%,"-Gabrovo,-Minior,-Levski Sofia"
voleyball,Bulgaria,SuperLiga,2016,men,Lukoil Neftohimik,90,10,0.7488,1,10.00%,-Minior
voleyball,Bulgaria,SuperLiga W,2011,women,CSKA Sofia W,56,8,0.8494,4,50.00%,"-Lokomotiv Sofia W,+CSKA Sofia W,+Maritsa Plovdiv W,+Slaviya Sofia W"
voleyball,Bulgaria,SuperLiga W,2012,women,Levski Sofia W,42,7,0.8191,3,42.86%,"+Levski Sofia W,+CSKA Sofia W,+Maritsa Plovdiv W"
voleyball,Bulgaria,SuperLiga W,2013,women,CSKA Sofia W,84,8,0.8961,4,50.00%,"-Lokomotiv Sofia W,-Spartak 96 W,-Feniks W,-Slaviya Sofia W"
voleyball,Bulgaria,SuperLiga W,2014,women,Levski Sofia W,63,7,0.8844,5,71.43%,"-Spartak 96 W,-EPU W,-Slaviya Sofia W,+Levski Sofia W,+Maritsa Plovdiv W"
voleyball,Bulgaria,SuperLiga W,2016,women,Maritsa Plovdiv W,72,9,0.8467,4,44.44%,"-Spartak Varna W,+Maritsa Plovdiv W,+Levski Sofia W,-Shumen W"
voleyball,Cyprus,Opap Championship,2012,men,Karava,42,7,0.8273,5,71.43%,"-Anagennisis,-Pafos,-Olympics,-Omonia,+Karava"
voleyball,Cyprus,Opap Championship,2013,men,Anorthosis,56,8,0.8375,3,37.50%,"-Olympiada,-Olympics,-Pafos"
voleyball,Cyprus,Opap Championship,2014,men,Omonia,56,8,0.7450,2,25.00%,"-Olympics,-APOEL"
voleyball,Cyprus,Opap Championship,2015,men,Omonia,56,8,0.8315,4,50.00%,"-ENP,+Omonia,-APOEL,-Salamina"
voleyball,Cyprus,Opap Championship,2016,men,Omonia,56,8,0.8449,4,50.00%,"-Latsion,+Omonia,-Anagennisis,-APOEL"
voleyball,Czech Republic ,Extraliga,2010,men,Kladno,165,11,0.8199,6,54.55%,"-CZU Prague,+Kladno,-Brno,-Usti,-Havirov,-Benatky"
voleyball,Czech Republic ,Extraliga,2011,men,Ceske Budejovice,198,12,0.7953,3,25.00%,"+Ceske Budejovice,-Brno,+Zlin"
voleyball,Czech Republic ,Extraliga,2012,men,Ceske Budejovice,165,11,0.8998,4,36.36%,"-Odolena Voda,+Ceske Budejovice,+Liberec,+Ostrava"
voleyball,Czech Republic ,Extraliga,2013,men,Liberec,132,12,0.8490,5,41.67%,"-Usti,-Stare Mesto,+Ceske Budejovice,+Liberec,-Odolena Voda"
voleyball,Czech Republic ,Extraliga,2014,men,Liberec,132,12,0.8534,5,41.67%,"-Stare Mesto,-Usti,+Liberec,+Ceske Budejovice,-Havirov"
voleyball,Czech Republic ,Extraliga,2015,men,Liberec,132,12,0.8534,4,33.33%,"+Liberec,-Havirov,-Usti,+Ceske Budejovice"
voleyball,Czech Republic ,Extraliga,2016,men,Ceske Budejovice,132,12,0.8551,5,41.67%,"-Usti,+Liberec,+Ceske Budejovice,-CZU Prague,+Karlovarsko"
voleyball,Czech Republic ,Extraliga Women,2010,women,Prostejov W,150,11,0.8819,7,63.64%,"+Prostejov W,-SCM-CVS-JKY W,-Prerov W,-VK Liberec W,-Ostrava W,-Sternberk W,-Slavia Prague W"
voleyball,Czech Republic ,Extraliga Women,2011,women,KP Brno W,90,10,0.8564,5,50.00%,"+KP Brno W,+Olomouc W,+Olymp Prague W,-Sternberk W,-VK Liberec W"
voleyball,Czech Republic ,Extraliga Women,2012,women,Prostejov W,90,10,0.8596,5,50.00%,"+Prostejov W,-SG LD Brno W,+Olymp Prague W,-Sternberk W,-Ostrava W"
voleyball,Czech Republic ,Extraliga Women,2013,women,Prostejov W,90,10,0.8292,3,30.00%,"-SG LD Brno W,+Prostejov W,+Olymp Prague W"
voleyball,Czech Republic ,Extraliga Women,2014,women,Prostejov W,90,10,0.8634,6,60.00%,"-SG LD Brno W,+Prostejov W,+Olymp Prague W,-Slavia Prague W,+Frydek-Mistek W,+KP Brno W"
voleyball,Czech Republic ,Extraliga Women,2015,women,Prostejov W,72,9,0.8141,3,33.33%,"+Prostejov W,-SG LD Brno W,+Olymp Prague W"
voleyball,Czech Republic ,Extraliga Women,2016,women,Prostejov W,72,9,0.8599,4,44.44%,"-SG LD Brno W,-Sternberk W,+Prostejov W,-Frydek-Mistek W"
voleyball,Denmark,Volleyligaen,2010,men,,67,8,0.8629,4,50.00%,"-Ikast,+Marienlyst,+Middelfart,+Gentofte"
voleyball,Denmark,Volleyligaen,2011,men,Marienlyst,84,8,0.8939,4,50.00%,"-Lyngby Volley,+Marienlyst,+Middelfart,+Gentofte"
voleyball,Denmark,Volleyligaen,2012,men,Gentofte,90,10,0.8439,4,40.00%,"+Gentofte,+Middelfart,+Marienlyst,+Hvidovre"
voleyball,Denmark,Volleyligaen,2013,men,Gentofte,72,9,0.8444,4,44.44%,"-Amager,-KSV,+Gentofte,+Marienlyst"
voleyball,Denmark,Volleyligaen,2014,men,Marienlyst,56,8,0.8546,5,62.50%,"+Marienlyst,+Middelfart,+Gentofte,+Randers Novo Volley,+Holte"
voleyball,Denmark,Volleyligaen,2015,men,Middelfart,56,8,0.8341,4,50.00%,"-Aalborg HIK,-DHV Odense,-Randers Novo Volley,+Middelfart"
voleyball,Denmark,Volleyligaen,2016,men,Gentofte,56,8,0.8139,3,37.50%,"+Gentofte,+Marienlyst,-Randers Novo Volley"
voleyball,Denmark,Volleyligaen Women,2010,women,,60,8,0.8314,2,25.00%,"+Brondby W,+Fortuna Odense W"
voleyball,Denmark,Volleyligaen Women,2011,women,Brondby W,84,8,0.8857,4,50.00%,"-Skovbakken W,-Lyngby W,+Brondby W,+Holte W"
voleyball,Denmark,Volleyligaen Women,2012,women,Holte W,84,8,0.8638,3,37.50%,"+Holte W,-Gentofte W,-Lyngby W"
voleyball,Denmark,Volleyligaen Women,2013,women,Holte W,84,8,0.8968,4,50.00%,"-Bedsted W,-Gentofte W,-Arhus Volleyball W,-Lyngby W"
voleyball,Denmark,Volleyligaen Women,2014,women,Brondby W,56,8,0.8116,3,37.50%,"-Gentofte W,+Brondby W,+Holte W"
voleyball,Denmark,Volleyligaen Women,2015,women,Brondby W,56,8,0.8240,4,50.00%,"-Gentofte W,-DHV Odense W,-Arhus Volleyball W,+Brondby W"
voleyball,Denmark,Volleyligaen Women,2016,women,Brondby W,56,8,0.8518,5,62.50%,"+Brondby W,+Holte W,-DHV Odense W,-Fortuna Odense W,-Koge W"
voleyball,England,Super 8,2012,men,Leeds,56,8,0.7833,3,37.50%,"+Leeds,+Northumbria,+Malory Eagles"
voleyball,England,Super 8,2013,men,Northumbria,56,8,0.8273,3,37.50%,"+Northumbria,-Newcastle,+Malory Eagles"
voleyball,England,Super 8,2014,men,Northumbria,56,8,0.8204,3,37.50%,"+Northumbria,+Wessex,-Coventry"
voleyball,England,Super 8,2015,men,Northumbria,56,8,0.7820,2,25.00%,"-Solent,+Northumbria"
voleyball,England,Super 8,2016,men,London Polonia,56,8,0.8098,2,25.00%,"+London Polonia,+Northumbria"
voleyball,England,Super 8 Women,2012,women,Leeds W,56,8,0.8452,5,62.50%,"-Birmingham W,-Ashcombe W,-Wessex W,-Malory Eagles W,-Swiss Cottage W"
voleyball,England,Super 8 Women,2013,women,Northumbria W,56,8,0.8512,4,50.00%,"+Northumbria W,-Portsmouth W,-Salford W,-Ashcombe W"
voleyball,England,Super 8 Women,2014,women,Northumbria W,56,8,0.8278,3,37.50%,"+Northumbria W,-Ashcombe W,+Polonia London W"
voleyball,England,Super 8 Women,2015,women,Northumbria W,56,8,0.8131,2,25.00%,"+Northumbria W,+Polonia London W"
voleyball,England,Super 8 Women,2016,women,Northumbria W,56,8,0.8182,3,37.50%,"+Northumbria W,-Malory Eagles W,+Polonia London W"
voleyball,Estonia,Meeste Liga,2012,men,Kiili,56,8,0.7908,2,25.00%,"-Parnu II,+Kiili"
voleyball,Estonia,Meeste Liga,2013,men,EMU SK,90,10,0.8458,3,30.00%,"-Varska,-Parnu II,-Saaremaa"
voleyball,Estonia,Meeste Liga,2015,men,Kiili,90,10,0.8621,5,50.00%,"+Kiili,-Narva,-Poltsamaa,-Tallinn II,-Noortekoondis"
voleyball,Finland,Mestaruusliiga,2012,men,Hurrikaani,198,12,0.8041,3,25.00%,"-Tiikerit,+Hurrikaani,+VaLePa"
voleyball,Finland,Mestaruusliiga,2013,men,VaLePa,198,12,0.8935,5,41.67%,"-Riento,-Isku,-Vantaa Ducks,-MuurLe,+VaLePa"
voleyball,Finland,Mestaruusliiga,2014,men,VaLePa,165,11,0.8784,5,45.45%,"-Isku,-Vantaa Ducks,+VaLePa,+Tiikerit,-Riento"
voleyball,Finland,Mestaruusliiga,2015,men,VaLePa,198,12,0.8958,6,50.00%,"-Sarkat,-Riento,-Lakkapaa,-Vantaa Ducks,+VaLePa,+Tiikerit"
voleyball,Finland,Mestaruusliiga,2016,men,Tiikerit,165,11,0.8913,4,36.36%,"+Tiikerit,+VaLePa,-Vantaa Ducks,-Lakkapaa"
voleyball,Finland,Mestaruusliiga Women,2012,women,Viesti W,118,10,0.9024,4,40.00%,"+Viesti W,-PaKa W,-Eesti Naitused W,+HPK W"
voleyball,Finland,Mestaruusliiga Women,2013,women,Viesti W,100,9,0.8429,3,33.33%,"+Viesti W,+Kangasala W,-Viljandi Metal W"
voleyball,Finland,Mestaruusliiga Women,2014,women,Viesti W,108,9,0.9008,4,44.44%,"-LiigaEura W,-Kuortane W,-Pislaploki W,+Viesti W"
voleyball,Finland,Mestaruusliiga Women,2015,women,Viesti W,110,10,0.8517,3,30.00%,"+Viesti W,+HPK W,-Kuortane W"
voleyball,Finland,Mestaruusliiga Women,2016,women,Viesti W,145,11,0.9048,5,45.45%,"-Kuortane W,+Viesti W,-MesTo W,+HPK W,-Pieksamaki W"
voleyball,France,Pro A,2010,men,Tours,240,16,0.8256,5,31.25%,"+Tours,+Sete,-Ales,-Avignon,-Narbonne"
voleyball,France,Pro A,2011,men,Tours,182,14,0.8078,3,21.43%,"-St-Quentin,+Tours,-Nice"
voleyball,France,Pro A,2012,men,Tours,182,14,0.6624,2,14.29%,"-Lyon,+Tours"
